source_id,subject,relative_path,width,height,aspect_ratio,sha256,dhash,suggested_role,publication_decision,notes
SRC-0117,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 165721.png,526,135,3.8963,69f02aca644aece19412804c129c7c5f2795e18e8f90c3b8819d35986a690d02,4d6939135b590606,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0118,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 165941.png,815,533,1.5291,a0581457acce3dcea8da02aaf7d3d0d648dbbb5c09bd466e29130a54f38fba01,4b33583038783505,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0119,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 170057.png,1025,220,4.6591,30e81ac5a928bc14aef4d86dc7fcf3c786367224ca1408b076da856748d4c845,0000502629118603,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0120,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 174542.png,869,272,3.1949,017dd4525fb83c34f209c26d60ccf41e33a2d29cf42f8ff695e663ef1f3c77bf,1909010149416100,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0121,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 175623.png,983,637,1.5432,a8868780d67ae87fbce0240733bd8207812cca3a6cd7819c390c173a5e945b90,0d6f4f4657570381,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0122,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 175651.png,973,635,1.5323,8705bf22a6bebd1cdcf6c7f0d4b99a125d57c4787b676bb31739d4e25b2cd4c2,09696d0753534b81,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0123,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 175735.png,876,784,1.1173,7c7a628264e08908fba8d12c28f2d771206c0dfb29586e805712c3ae6e855978,8686b2b068706070,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0124,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 175847.png,469,953,0.4921,9c5c3e19717bfdbe319529e82af75cd65e699fe8b5d5b52715b492c47349ca33,c1e0e1c8c4e5d186,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0125,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 175859.png,192,524,0.3664,9806fb8b17766816593756eabe9af7224188afed29be7ff4cc94c715d00414c3,b2929292a68692c5,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0126,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 175908.png,428,255,1.6784,ba8af9d26e58b7aa8b30206420c5b820be1dd9a8421c4ded88e23229dd493ea0,12020612020288ac,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0127,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 175914.png,429,287,1.4948,83f11926ef42126e38017b6ea06f334699b6ae1ee07c55576646eadbbf05ddbe,06026605050404ac,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0128,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 175922.png,953,798,1.1942,c2e7e0b694c0b7d5dd6b229e16c827750e8623460ba8d53276ec138ac4fa7026,848694b068706870,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0129,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 180339.png,911,787,1.1576,63214242f059e5c69e6a0d7c73d47f3328fb4ee27081b58b1a5fde9b779d4abe,86c29ab838303030,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0130,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 191333.png,495,492,1.0061,971dbd344a967bcf8d1b573e82b4b9ed12ddc949eac99d4c8636dab0102ef2ba,206c28150bb0b818,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0131,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 191733.png,964,775,1.2439,092ade140dc95d7d76289b5008f23ad8548107527954243d17e09227dabb8e88,8484b4b0e0c0c0c0,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0132,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 192021.png,1411,634,2.2256,3da3af6dd558f7b8e37c95151a948b3ad861d5c071161ad679ade67e00778ae6,f6969696f6f68686,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0133,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 193003.png,491,545,0.9009,ec6673f508f31c0f56ca727329bb28ef34776e4104b077f370ea3a754a88416a,edeec195e1f18f86,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0134,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 193556.png,401,331,1.2115,d5475acf57d1f14f29b494cf2c7877376975ba8b2eb992d7a16dddc3a3536c70,a491838384048082,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0135,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 195211.png,379,205,1.8488,05759dc9ee26fefc0d4d71e36870ae154482f206e63d8330d5eeacec23b263dc,9a98981290902333,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0136,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 200628.png,770,545,1.4128,9d690f4eb0034208ffd4fe7a428017b9ff40e10da51a5e01e2f72e6e2d1725fe,bc8383821b1a1b90,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0137,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 201112.png,726,542,1.3395,4b9b10c57f2a91f44b6f40574d43be63a7d2dec4cb7fa3786280880a502fb79b,9692908799998393,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0138,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 201540.png,1011,287,3.5226,4534afb70e589d53a8869443928def357fa3f1a9867407395b555e6a21a3befa,0064271986410616,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0139,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 202315.png,993,805,1.2335,fdded95f868164a47d1ff19ba350683d858a800b905a71378df2f093a49f871b,a40626160687a1a0,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0140,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 202433.png,966,618,1.5631,94e82b953d1d60c21c5bbc903cec20ae624a68da242a432b03ebce0810347bb3,2406060606060681,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0141,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 202522.png,590,812,0.7266,de6b6034775888c3e6dd8b6e644ead861dd47b5492500d271c47f8ea8a2b3938,3038242025333143,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0142,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 202530.png,595,786,0.757,a5ec9b6429febd82619538e2d58bff0b01ac5c1b59c0e0f20fa30fa968282002,3030242027333142,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0143,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 202558.png,757,356,2.1264,6f3f78fd5d11fca55724267f92d7e548f96b55f9969fd2c217263e7537eae3ac,18189183d89a4130,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0144,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 202603.png,757,457,1.6565,7e66dcc7fa932349a74de3b03796864505238de369c32e28fa50e350c64ee212,8383821a5a181310,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0145,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 202614.png,533,232,2.2974,87a57efa9a611a69a43bd15cd82729d35977b21f588eb8f9affbf70e0a42da50,82928282828091ac,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0146,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 202624.png,484,486,0.9959,888383a99fb6b5035c9cbf9c6e9da55ba378a5443ad8c1c00ce8a501342ff0d3,84c6ced670383030,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0147,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 202654.png,1320,590,2.2373,0ba219a4ae47f9d91432af0949e7a55ced985ef5cf2990711d29f8fe44dddce1,818181818ba9b810,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0148,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 202743.png,856,470,1.8213,95f24cfd6415e6153245886cceaae6daf677c6ea1926b8661d7e527edc5469df,82828282828692f0,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0149,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 203837.png,1603,755,2.1232,30e6324b0472a5e403a96dac559d266960ea8c769d19ac2f829f551356f0d130,3009c56919050301,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0150,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 203849.png,1681,802,2.096,dabb362ebf215c786ae01a76225a1954c0722af38df2be7d5175034b0eb3ee4b,1001816509090301,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0151,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 204129.png,1910,865,2.2081,91af9f7e0ea85b80c42b253e3461950b5b909d742a69e18cea749bbdacecc994,1203434343074381,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0152,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 204158.png,1850,809,2.2868,897a3074ed6891ac2c7d798ba2a6c7ba794a4f7424c8e1982c3fab043ddbb6dd,0203431303030381,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0153,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 204445.png,1901,859,2.213,c9f2162e187f943e386a7347f3f4e6f09b6fe95a15b724f45b6bad29647d17dd,220313435b4b0381,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0154,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 204516.png,1911,840,2.275,d9ae135fbfc321e49802833e3b858cb3d4d0c2d8983793a13de9431284c7941a,1003431b0b030385,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0155,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 210036.png,235,36,6.5278,2dfb299438d3a904f0c12fc8f628bd9335457bf2fd48900148e8c290212c0ba6,0000020303010001,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0156,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 210041.png,394,234,1.6838,266dc0d0cf5d345cc0d4a518f8b9b2b73af90df2dc922759a8bbc89757f0018b,a490818183838540,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0157,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 210856.png,573,734,0.7807,969853a2969dfdfcc215bb84aac9a8beb3b528ec5f23b935ad4b4685b307fbb5,2466666e0f312542,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0158,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 210942.png,717,839,0.8546,f3a4b02a3db3964dccf209f6fc7d3d4ac297c766e3a0b48b8062c3c2ab7f36ef,2420009290191ba3,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0159,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211030.png,573,746,0.7681,3e543fef6e50606fe1246a256392205cc9105faa03c1ab8848e1b22fe02b9b29,2066666e47332742,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0160,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211040.png,836,742,1.1267,649dc9607006f9a1eccf506b852d66219909fab5bbecd29d9f9000f86cc6ac13,868696b030707071,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0161,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211051.png,481,772,0.6231,fa9063731be1317ae4881669fadd3ea4057d49922bc73fdc1ffe43551deecaaf,e0e1c8c485e14186,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0162,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211104.png,474,704,0.6733,3015768c0dd171bd574503a848397438a33e6ee55750a6ec06f2c97d37499014,e1c8c48ca5c5c706,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0163,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211129.png,763,537,1.4209,9bc825f9213b20253a7a88c610e74a46c2c476155f6b37aa733322683fba9845,bc8383825a1a1311,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0164,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211137.png,766,367,2.0872,f87da2bdf117844dd7febd00333e4a9cb38ff9a5407a5b3ed461f530f51079a1,98989181d89a8190,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0165,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211334.png,399,744,0.5363,3192f06a4d3b0e6ab34e7c1b4d1dfbe8afea955545b3407b35e069b6949d4cac,8ba59181b0a55342,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0166,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211340.png,404,802,0.5037,0c64b676964ff8c761217fd5fd1dea7192abfdc0158a47be66b2380f94cbf036,8aa8a181b8a95242,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0167,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211722.png,531,236,2.25,fd6c54cdd6d9f4352f2a7580c3d8f6a267fcc7d8ebce843c12ba826cd90b6ce2,9164646460646049,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0168,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211833.png,986,783,1.2593,0ef33ff2c8152ec82098f91d91562c5da541c7fc3c5e9db36aa07e33f4a0c3bf,800202020670e08c,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0169,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 214226.png,448,713,0.6283,48f0ae5985a613b89c1ec46cee996ced2e9d1e2a4c1de6b21724d4521b6d9cdd,84c68e9e97e14507,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0170,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 214229.png,486,734,0.6621,3dfb948e608c51685bbc0104193640d6ddd279e6a425fa708d86baa44666bb2b,8a8c8c8c96e4c686,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0171,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 214542.png,1899,912,2.0822,e1acd8fb44325c629052d9e45d1d083e56ad3121aa42915bafd8c50226bde46f,20202060e0202060,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0172,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 214819.png,1881,976,1.9273,1b1f6f1e4a2e0846dac67765a6a3dea5be4ad6a0259432f21793fc8fab0c6ea4,206020e0602060e0,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0173,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 215624.png,332,740,0.4486,1088653bdf56c4cecab41ef162ddd5873c66d3a44e4dad7dc606ba070dac7e2b,b182949582aaa8d4,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0174,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 215632.png,310,744,0.4167,4a3f8c3ea18930c17c40a8963eca090d0a7bd6f8cf45e77554db51528a39acfb,33c294940a2a28d4,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0175,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 215702.png,983,807,1.2181,a3ae9f2af7f5671687967ccb622354b7c77b68f9aa32a3fce216f7db698d1b37,a1064626068ba1a0,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0176,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 215820.png,998,671,1.4873,a69b94a6172a27f1879f87acdeff91dd38d5a3498201c6c97b4b763cce1ff5f5,a1074767330f8389,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0177,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 215829.png,980,671,1.4605,a02d0d7e952bd6ddf4bad0596f84aaf0685bb93dfc3cad0ef544d82b72525349,a507477617078389,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0178,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 215957.png,921,561,1.6417,cc1657e37561042d27a7b653e7a05192f7adc467136a55d8cf31997e787d3e1d,4f37393131713307,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0179,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 220300.png,812,616,1.3182,3b4ea090b6024338e6588ae8b122b01031329131e2d174b75652683d83b8e476,300343231b0b0380,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0180,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 220308.png,820,588,1.3946,148692d309a7f667eb3ece30b4aea7d77322eedf81f4a0855b03fc24daa7d35b,9101457959050182,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0181,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 220321.png,866,628,1.379,291c2615ec0a6fa878240b2268e56514ad9c46d2f4f5da9a603eebc06f0da8c9,b00343735b0b0384,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0182,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221102.png,985,684,1.4401,29b893cbc3a592d339c6e189f5440813aa9038369c4b56dda88c7824b72968ed,a006466636168789,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0183,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221116.png,988,683,1.4466,165616858e3c3e679c3bc5e8d79641e72f79c135c9506e3593ba58ad6512b2a9,a002467212068389,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0184,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221351.png,802,719,1.1154,f0bc4e8079c91575caa4a4fe4d739f52d5d1db4ec9531236282c7befc69f7e77,828692b038707070,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0185,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221401.png,481,950,0.5063,1025ed6a2b9622975770d2e9049a9ba223da7c325f16cfc6912084395eb12b23,050200e8c8d5c586,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0186,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221417.png,1428,576,2.4792,074ed88f2eec389804f8911db9ca2dc0c1bac5c10beebb606fb984c2921943ba,8383838383031200,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0187,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221424.png,480,949,0.5058,e447399811b66be5e6281fcbae8b660e0aa0d2e2978860e97228fc1bcd48cb22,c1e0e1e8c4e5c586,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0188,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221437.png,419,811,0.5166,0228c43fed2dd0b3f65736d4f888ec69b3b2419e8b7ecce8decbcd693e5e1d74,e0f0e8c286e2c28b,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0189,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221449.png,481,950,0.5063,411519a2ffef90c35f876b6b12ee2d944c037391df5af95ef0f5dcd3d78ce6f1,c1c0e1ccc4e5c186,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0190,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221505.png,476,953,0.4995,a1e476419d5f89e6d34d4375d254f0daee2ffdd9342385f392861c7764f0c73d,0102cc8c9cd54586,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0191,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221512.png,765,550,1.3909,15aa2444fbadd7d82f35a7f8ba2090dcdeb86e75a49367698d5644e6bb342146,bc8383821b1a1b90,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0192,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221521.png,776,551,1.4083,d6e04c045607dce39e285386afcfd4a6181f5e4845d93e9acc49175ee3a0df43,28d89898818a80a0,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0193,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221542.png,404,1013,0.3988,80b0f67bc07603a47d357533eae171684803eda3188fae6dfc6d35cc64f93ebf,4280492181b04642,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0194,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221553.png,1892,989,1.913,af067f7e0920d4e86a69ae077139b4593a942e31817a3692541a477fe0b7cfc9,202020e0602060e0,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0195,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221627.png,1001,805,1.2435,91cb791e6a639dc2e5f45049a14f2d090659dd4c1e01dfe59b621266e6939684,25070e361601a184,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0196,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221711.png,998,683,1.4612,23aa87cc945bef6d41d36c044e197bfbe4b29db9b19d29f08f41ee05ac26df4d,2006467656068781,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0197,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 222407.png,543,367,1.4796,ab3da72452dfa3484c8d78fcb86e5debf208103bbfc6b239c2138e235b4810f3,0d494929290b1622,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0198,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 222410.png,981,804,1.2201,840cd17686fe51101faed22a7c16f18c9fb4406b05ab3704951a2c9b26543c0f,200646160681a1a4,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0199,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 222606.png,1000,813,1.23,9c54b85fa1937386a28a7e18f6e2d78df36945cbb2a84d7ab186e84bdc1ee1da,200206160603a180,source screenshot,DUPLICATE,Exact SHA-256 duplicate of the canonical source record.
SRC-0200,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163230.png,757,52,14.5577,b4545a001ad0170b6644c28f73f0798ac88dc67448230ecc300fc885f066c59e,0a09096425350000,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0201,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163316.png,727,52,13.9808,c9a57edf51df47a91255988297b3d96c14780ba0e31fdd5a6d885bac6a05c697,030305206d4d1600,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0202,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163341.png,738,192,3.8438,8d6f33feae3f85f85f7bd3690649f6cd2fb80e42bf34c4b693f9b14d4849c629,06331b0e000b4931,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0203,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163405.png,733,46,15.9348,d44dde2026ce64c3d5fbe1354f957b47f13b0b8fd65cf8c37c8d0a8fb8379a17,01010100256b4800,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0204,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163416.png,732,83,8.8193,f0e0d6a3f16cf1653ab9a6fa80a20c5edd613dba35cdab2421941651a298828e,392b4d6d6b130b2a,source screenshot,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
