source_id,subject,relative_path,extension,bytes,sha256,exact_duplicate_count,canonical_relative_path,classification,classification_reason
SRC-0155,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 210036.png,.png,1411,2dfb299438d3a904f0c12fc8f628bd9335457bf2fd48900148e8c290212c0ba6,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 210036.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0156,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 210041.png,.png,11947,266dc0d0cf5d345cc0d4a518f8b9b2b73af90df2dc922759a8bbc89757f0018b,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 210041.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0157,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 210856.png,.png,64842,969853a2969dfdfcc215bb84aac9a8beb3b528ec5f23b935ad4b4685b307fbb5,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 210856.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0158,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 210942.png,.png,53386,f3a4b02a3db3964dccf209f6fc7d3d4ac297c766e3a0b48b8062c3c2ab7f36ef,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 210942.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0159,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211030.png,.png,64351,3e543fef6e50606fe1246a256392205cc9105faa03c1ab8848e1b22fe02b9b29,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 211030.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0160,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211040.png,.png,11056,649dc9607006f9a1eccf506b852d66219909fab5bbecd29d9f9000f86cc6ac13,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 211040.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0161,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211051.png,.png,65515,fa9063731be1317ae4881669fadd3ea4057d49922bc73fdc1ffe43551deecaaf,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 211051.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0162,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211104.png,.png,58721,3015768c0dd171bd574503a848397438a33e6ee55750a6ec06f2c97d37499014,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 211104.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0163,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211129.png,.png,28592,9bc825f9213b20253a7a88c610e74a46c2c476155f6b37aa733322683fba9845,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 211129.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0164,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211137.png,.png,28680,f87da2bdf117844dd7febd00333e4a9cb38ff9a5407a5b3ed461f530f51079a1,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 211137.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0165,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211334.png,.png,45546,3192f06a4d3b0e6ab34e7c1b4d1dfbe8afea955545b3407b35e069b6949d4cac,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 211334.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0166,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211340.png,.png,49930,0c64b676964ff8c761217fd5fd1dea7192abfdc0158a47be66b2380f94cbf036,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 211340.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0167,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211722.png,.png,18762,fd6c54cdd6d9f4352f2a7580c3d8f6a267fcc7d8ebce843c12ba826cd90b6ce2,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 211722.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0168,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 211833.png,.png,78168,0ef33ff2c8152ec82098f91d91562c5da541c7fc3c5e9db36aa07e33f4a0c3bf,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 211833.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0169,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 214226.png,.png,55976,48f0ae5985a613b89c1ec46cee996ced2e9d1e2a4c1de6b21724d4521b6d9cdd,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 214226.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0170,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 214229.png,.png,64468,3dfb948e608c51685bbc0104193640d6ddd279e6a425fa708d86baa44666bb2b,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 214229.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0171,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 214542.png,.png,36816,e1acd8fb44325c629052d9e45d1d083e56ad3121aa42915bafd8c50226bde46f,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 214542.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0172,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 214819.png,.png,47764,1b1f6f1e4a2e0846dac67765a6a3dea5be4ad6a0259432f21793fc8fab0c6ea4,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 214819.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0173,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 215624.png,.png,37402,1088653bdf56c4cecab41ef162ddd5873c66d3a44e4dad7dc606ba070dac7e2b,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 215624.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0174,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 215632.png,.png,33984,4a3f8c3ea18930c17c40a8963eca090d0a7bd6f8cf45e77554db51528a39acfb,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 215632.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0175,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 215702.png,.png,100925,a3ae9f2af7f5671687967ccb622354b7c77b68f9aa32a3fce216f7db698d1b37,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 215702.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0176,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 215820.png,.png,60149,a69b94a6172a27f1879f87acdeff91dd38d5a3498201c6c97b4b763cce1ff5f5,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 215820.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0177,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 215829.png,.png,58301,a02d0d7e952bd6ddf4bad0596f84aaf0685bb93dfc3cad0ef544d82b72525349,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 215829.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0178,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 215957.png,.png,72420,cc1657e37561042d27a7b653e7a05192f7adc467136a55d8cf31997e787d3e1d,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 215957.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0179,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 220300.png,.png,38591,3b4ea090b6024338e6588ae8b122b01031329131e2d174b75652683d83b8e476,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 220300.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0180,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 220308.png,.png,40816,148692d309a7f667eb3ece30b4aea7d77322eedf81f4a0855b03fc24daa7d35b,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 220308.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0181,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 220321.png,.png,47556,291c2615ec0a6fa878240b2268e56514ad9c46d2f4f5da9a603eebc06f0da8c9,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 220321.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0182,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221102.png,.png,56914,29b893cbc3a592d339c6e189f5440813aa9038369c4b56dda88c7824b72968ed,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 221102.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0183,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221116.png,.png,57608,165616858e3c3e679c3bc5e8d79641e72f79c135c9506e3593ba58ad6512b2a9,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 221116.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0184,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221351.png,.png,10812,f0bc4e8079c91575caa4a4fe4d739f52d5d1db4ec9531236282c7befc69f7e77,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 221351.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0185,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221401.png,.png,50428,1025ed6a2b9622975770d2e9049a9ba223da7c325f16cfc6912084395eb12b23,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 221401.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0186,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221417.png,.png,116878,074ed88f2eec389804f8911db9ca2dc0c1bac5c10beebb606fb984c2921943ba,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 221417.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0187,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221424.png,.png,82266,e447399811b66be5e6281fcbae8b660e0aa0d2e2978860e97228fc1bcd48cb22,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 221424.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0188,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221437.png,.png,57025,0228c43fed2dd0b3f65736d4f888ec69b3b2419e8b7ecce8decbcd693e5e1d74,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 221437.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0189,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221449.png,.png,83625,411519a2ffef90c35f876b6b12ee2d944c037391df5af95ef0f5dcd3d78ce6f1,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 221449.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0190,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221505.png,.png,68764,a1e476419d5f89e6d34d4375d254f0daee2ffdd9342385f392861c7764f0c73d,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 221505.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0191,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221512.png,.png,31309,15aa2444fbadd7d82f35a7f8ba2090dcdeb86e75a49367698d5644e6bb342146,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 221512.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0192,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221521.png,.png,33040,d6e04c045607dce39e285386afcfd4a6181f5e4845d93e9acc49175ee3a0df43,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 221521.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0193,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221542.png,.png,59972,80b0f67bc07603a47d357533eae171684803eda3188fae6dfc6d35cc64f93ebf,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 221542.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0194,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221553.png,.png,48335,af067f7e0920d4e86a69ae077139b4593a942e31817a3692541a477fe0b7cfc9,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 221553.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0195,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221627.png,.png,93675,91cb791e6a639dc2e5f45049a14f2d090659dd4c1e01dfe59b621266e6939684,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 221627.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0196,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 221711.png,.png,48025,23aa87cc945bef6d41d36c044e197bfbe4b29db9b19d29f08f41ee05ac26df4d,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 221711.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0197,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 222407.png,.png,22140,ab3da72452dfa3484c8d78fcb86e5debf208103bbfc6b239c2138e235b4810f3,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 222407.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0198,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 222410.png,.png,98023,840cd17686fe51101faed22a7c16f18c9fb4406b05ab3704951a2c9b26543c0f,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-04-14 222410.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0199,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-04-14 222606.png,.png,101349,9c54b85fa1937386a28a7e18f6e2d78df36945cbb2a84d7ab186e84bdc1ee1da,2,학부 과제 및 프로젝트\고주파공학\사진\homework2\스크린샷 2026-04-14 222606.png,DUPLICATE,Exact SHA-256 duplicate of the canonical source record.
SRC-0200,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163230.png,.png,13636,b4545a001ad0170b6644c28f73f0798ac88dc67448230ecc300fc885f066c59e,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-28 163230.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0201,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163316.png,.png,12248,c9a57edf51df47a91255988297b3d96c14780ba0e31fdd5a6d885bac6a05c697,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-28 163316.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0202,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163341.png,.png,25367,8d6f33feae3f85f85f7bd3690649f6cd2fb80e42bf34c4b693f9b14d4849c629,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-28 163341.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0203,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163405.png,.png,9961,d44dde2026ce64c3d5fbe1354f957b47f13b0b8fd65cf8c37c8d0a8fb8379a17,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-28 163405.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0204,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163416.png,.png,27103,f0e0d6a3f16cf1653ab9a6fa80a20c5edd613dba35cdab2421941651a298828e,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-28 163416.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0205,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163432.png,.png,36324,e6ac11bfe9a2d7a34deba22f4692723365e61cd3d959a7e25e893d1f8a56b42b,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-28 163432.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0206,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163520.png,.png,23635,a5f60337714585ba9ff5eac242db03d03832d512c708e9fe7119404f1abfef9c,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-28 163520.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0207,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163540.png,.png,67514,71d04596ae355b9df393abcb631a9e0bd6304e82a8510d640caaa7770814fe23,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-28 163540.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0208,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163547.png,.png,67386,b12c8554d89177fb8308e07a717d9cf2bf2f0bff91dcc1b806eefed601984059,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-28 163547.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0209,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163603.png,.png,132508,17a3b7294c460bae418ce8c4340239342f05598eda27535356e56e4d15867132,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-28 163603.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0210,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163619.png,.png,86737,4c04f33962436080467d5c830758263fd371539be427ff26891e487f3e83a16a,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-28 163619.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0211,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163634.png,.png,105359,3e007a0c3af1e7dcd521720e3388d5ddedaece0ebde0d4fa74ba43759e7bff6c,2,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-1\design ex5-6.png,DUPLICATE,Exact SHA-256 duplicate of the canonical source record.
SRC-0212,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-28 163648.png,.png,121336,38adc31b96dda4911dfbb2724e2411c30b13078589fdcff3edb0abfcc710d031,2,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-2\design ex5-7.png,DUPLICATE,Exact SHA-256 duplicate of the canonical source record.
SRC-0213,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 141655.png,.png,61629,2bd54ee94c38933123d6110116c9cea30f08472c5bac0447757f7043125b1dc7,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-29 141655.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0214,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 141701.png,.png,112744,d3923a129bc8eec47f9afa4fb2d93140230bdeb711e8b90e283fd9ef756686bb,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-29 141701.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0215,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 141712.png,.png,176584,c8d1e82cbf844f59505d3cad066b22083f1689fca3771bbb55b7ce183a8ccfec,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-29 141712.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0216,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 141723.png,.png,146185,5a7279a7c6aa7255efca155caf9a81197a3242678ffb2636b1cb5f859124fe99,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-29 141723.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0217,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 141734.png,.png,79646,74658dfea2ea32fede3259fb0720a4d814ce128f18d07e46dbfb34cd16ac9b56,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-29 141734.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0218,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 141954.png,.png,130715,fd0cb90578dc40810402b3b53bb76af88f39b805d324434b143e0a261d5045c4,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-29 141954.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0219,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 143858.png,.png,165462,d404cdde0eadbb9b8eade136c878f0c4fe16b559ef2024e37260140aebd26c65,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-29 143858.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0220,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 143913.png,.png,90275,b551f974c2c0a072d12c89725f7463b1393bef6ba1b84f7e119ae911a78d7e73,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-29 143913.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0221,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 143929.png,.png,80522,ed78981f44bbe63966c778a2762da85f2359ea6011c5f2abca9464dd3c79cd81,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-29 143929.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0222,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 143937.png,.png,74483,ec02265faa3f7e6150aadbae1534e5b0a277bbb09f41c1c8868528bcf0f01a33,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-29 143937.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0223,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 192127.png,.png,7516,9752eb25fb7578be9925f7963a072bad6907471b43c0f9cd41e04943fc5cc738,2,학부 과제 및 프로젝트\고주파공학\사진\homework4\ex5-1\회로도.png,DUPLICATE,Exact SHA-256 duplicate of the canonical source record.
SRC-0224,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 192218.png,.png,138046,43484f18c5d8b0388ebf4fe0a67d206293c044874c2097ed4a303f0f82570b48,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-31 192218.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0225,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 195223.png,.png,241841,4d3d919b0dc43f6f2c1aa0c84e948791580a285d0ddae2695bcff0764e4b1112,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-31 195223.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0226,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 195232.png,.png,345653,e3ac17ebbcf4adfb823288b6fd30af2a1054f4edda19b63448fc65cecbd8ebf7,1,학부 과제 및 프로젝트\고주파공학\사진\homework5\시뮬사진\스크린샷 2026-05-31 195232.png,PUBLIC_REFERENCE_ONLY,Large sequential Cadence screenshot set; select only decision-relevant frames.
