source_id,subject,relative_path,decision,public_action,reason
SRC-0216,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 141723.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0217,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 141734.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0218,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 141954.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0219,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 143858.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0220,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 143913.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0221,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 143929.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0222,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-29 143937.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0223,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 192127.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0224,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 192218.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0225,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 195223.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0226,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 195232.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0227,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 195239.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0228,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 195357.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0229,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 195421.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0230,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 195706.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0231,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 195738.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0232,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200123.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0233,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200502.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0234,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200507.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0235,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200513.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0236,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200525.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0237,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200531.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0238,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200548.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0239,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200610.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0240,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200618.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0241,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200915.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0242,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 200937.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0243,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 201127.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0244,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 201320.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0245,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 203551.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0246,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 203601.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0247,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-05-31 203608.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0248,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 164836.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0249,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 193348.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0250,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 193352.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0251,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 193657.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0252,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 193707.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0253,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 193717.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0254,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 193724.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0255,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 193732.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0256,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 193741.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0257,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 194023.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0258,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 194421.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0259,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 194426.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0260,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 220830.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0261,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 220841.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0262,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 220913.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0263,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 220946.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0264,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 220956.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0265,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221002.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0266,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221007.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0267,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221018.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0268,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221029.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0269,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221035.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0270,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221041.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0271,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221207.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0272,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221213.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0273,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221218.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0274,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221227.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0275,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221231.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0276,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221236.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0277,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221241.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0278,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221245.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0279,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221251.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0280,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221258.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0281,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-01 221306.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0282,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-02 013019.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0283,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-02 013103.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0284,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-02 013442.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0285,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-02 015309.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0286,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131213.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0287,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131331.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0288,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131346.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0289,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131423.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0290,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131439.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0291,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131539.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0292,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131553.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0293,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131604.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0294,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131617.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0295,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131630.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0296,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 131828.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0297,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 151942.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0298,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 162010.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0299,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 164932.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0300,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 165021.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0301,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 165420.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0302,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 165457.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0303,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-08 171620.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0304,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 144807.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0305,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 144855.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0306,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 144914.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0307,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 182007.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0308,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 182858.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0309,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 183956.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0310,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 184010.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0311,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 184020.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0312,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 184611.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0313,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 184620.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0314,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 185008.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0315,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 185258.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0316,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 185409.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0317,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 185520.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0318,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 190122.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0319,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 190713.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0320,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 191415.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0321,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 191813.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0322,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 192550.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0323,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 192817.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0324,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 210058.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0325,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 210211.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0326,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 210229.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0327,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 210307.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0328,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 210327.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0329,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 210424.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0330,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 210519.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0331,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 210903.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0332,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 211310.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0333,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 211654.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0334,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 211700.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0335,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 211707.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0336,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 212749.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0337,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 212753.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0338,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 212801.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0339,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 213044.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0340,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 213839.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0341,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 214022.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0342,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 214125.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0343,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 214432.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0344,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 214508.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
SRC-0345,고주파공학,사진\homework5\시뮬사진\스크린샷 2026-06-09 214518.png,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Large sequential Cadence screenshot set; select only decision-relevant frames.
