asset_id,archive,nested_archive,original_path,original_filename,extension,byte_size,width,height,aspect_ratio,file_hash_sha256,perceptual_hash,project,course,source_type,evidence_status,contains_person,contains_personal_information,contains_student_id,contains_local_path,contains_third_party_material,text_readability,technical_relevance,evidence_strength,readability_score,resolution_score,privacy_safety,uniqueness,recruiter_value,selection_score,duplicate_group,preferred_source,publication_status,publication_reason,public_filename,github_readme,github_pages_ko,github_pages_en,notion_parent,notion_detail,caption_ko,caption_en,alt_ko,alt_en,source_page_or_sheet,public_locations
COU-0188175b40d2,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-29::Image205.png,Image205.png,.png,553,163,197,0.8274,0188175b40d208b09fa46d998aed740b517536b4dfdeef862e2cd543e0f74fae,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0071,COU-0188175b40d2,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image205 — Embedded Source Visual,Image205 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image205 기술 근거 화면,Technical evidence view named Image205 from the RF/Microwave project,PDF page 29,
COU-08de0f2ae87c,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-29::Image207.png,Image207.png,.png,2479,168,197,0.8528,08de0f2ae87cfa44dfa168214db6952925c0add51af3b7d9276353ef784b8120,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0072,COU-08de0f2ae87c,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image207 — Embedded Source Visual,Image207 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image207 기술 근거 화면,Technical evidence view named Image207 from the RF/Microwave project,PDF page 29,
COU-a856497748f4,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-29::Image209.png,Image209.png,.png,10490,553,197,2.8071,a856497748f4082810e55e477b29d6fc8287efbe473de82971e3f757cce29bef,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0073,COU-a856497748f4,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image209 — Embedded Source Visual,Image209 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image209 기술 근거 화면,Technical evidence view named Image209 from the RF/Microwave project,PDF page 29,
COU-ba84539f0d5f,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-29::Image238.jpg,Image238.jpg,.jpg,33761,320,747,0.4284,ba84539f0d5f0cc574c74eee56bfaaedc2498e64e111789dc26d0907bfbc0917,85b24c966db66996,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,NEAR-0009,COU-ba84539f0d5f,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image238 — Embedded Source Visual,Image238 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image238 기술 근거 화면,Technical evidence view named Image238 from the RF/Microwave project,PDF page 29,
COU-3e6acf9340da,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-29::Image239.png,Image239.png,.png,108512,975,564,1.7287,3e6acf9340daf5c72ebd3e65b0860a214b0b24dcd85ddd168c5de520dca0a8ee,d0e48f7f9b781a04,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Moderate,5,3,3,3,5,5,3,27,EXACT-0081,COU-3e6acf9340da,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image239 — Embedded Source Visual,Image239 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image239 기술 근거 화면,Technical evidence view named Image239 from the RF/Microwave project,PDF page 29,
COU-76c1bb603cb2,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-2::Image17.png,Image17.png,.png,2674,1946,40,48.65,76c1bb603cb2b76d4fc1ac4643deffe6c689208b640497ac2c24bbea7fd925ab,c9c936365f493649,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0003,COU-76c1bb603cb2,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image17 — Embedded Source Visual,Image17 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image17 기술 근거 화면,Technical evidence view named Image17 from the RF/Microwave project,PDF page 2,
COU-374dc295d0ba,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-2::Image19.png,Image19.png,.png,4990,295,197,1.4975,374dc295d0ba5f8552e095fa0d86f200c7f844807653c975e200b2db350c8728,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0004,COU-374dc295d0ba,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image19 — Embedded Source Visual,Image19 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image19 기술 근거 화면,Technical evidence view named Image19 from the RF/Microwave project,PDF page 2,
COU-a280fc219df2,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-2::Image26.png,Image26.png,.png,4901,295,197,1.4975,a280fc219df29cffcdbd9fb92f61c631731b8cef0503f244d3645597959bcd9f,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0005,COU-a280fc219df2,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image26 — Embedded Source Visual,Image26 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image26 기술 근거 화면,Technical evidence view named Image26 from the RF/Microwave project,PDF page 2,
COU-b06a94d4e190,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-2::Image28.png,Image28.png,.png,5918,473,197,2.401,b06a94d4e190d3e5a11e21e42cde0957eaba1c557c9b307a843a1f59625668f3,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0006,COU-b06a94d4e190,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image28 — Embedded Source Visual,Image28 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image28 기술 근거 화면,Technical evidence view named Image28 from the RF/Microwave project,PDF page 2,
COU-76c1bb603cb2,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-30::Image17.png,Image17.png,.png,2674,1946,40,48.65,76c1bb603cb2b76d4fc1ac4643deffe6c689208b640497ac2c24bbea7fd925ab,c9c936365f493649,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0003,COU-76c1bb603cb2,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image17 — Embedded Source Visual,Image17 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image17 기술 근거 화면,Technical evidence view named Image17 from the RF/Microwave project,PDF page 30,
COU-821693c4f128,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-30::Image242.png,Image242.png,.png,38020,1725,197,8.7563,821693c4f1284d7b8c6dd279f09195c3fba1be3c3a251b86377fc8c8622a9433,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0082,COU-821693c4f128,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image242 — Embedded Source Visual,Image242 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image242 기술 근거 화면,Technical evidence view named Image242 from the RF/Microwave project,PDF page 30,
COU-afcd65aafd8b,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-30::Image244.png,Image244.png,.png,37833,520,254,2.0472,afcd65aafd8b0314f9dd24dd8abe372834d2df8b65a75a926ea9434e400b6961,b1c34f6d2c38b991,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0083,COU-afcd65aafd8b,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image244 — Embedded Source Visual,Image244 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image244 기술 근거 화면,Technical evidence view named Image244 from the RF/Microwave project,PDF page 30,
COU-76c1bb603cb2,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-31::Image17.png,Image17.png,.png,2674,1946,40,48.65,76c1bb603cb2b76d4fc1ac4643deffe6c689208b640497ac2c24bbea7fd925ab,c9c936365f493649,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0003,COU-76c1bb603cb2,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image17 — Embedded Source Visual,Image17 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image17 기술 근거 화면,Technical evidence view named Image17 from the RF/Microwave project,PDF page 31,
COU-8962332a04ab,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-31::Image247.png,Image247.png,.png,42449,1975,282,7.0035,8962332a04ab92d1ca955576537a17a225cda5d4819872c31af0bb183d5b72d9,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,3,5,5,3,26,EXACT-0084,COU-8962332a04ab,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image247 — Embedded Source Visual,Image247 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image247 기술 근거 화면,Technical evidence view named Image247 from the RF/Microwave project,PDF page 31,
COU-58c29a6601d7,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-32::Image251.png,Image251.png,.png,4691,358,203,1.7635,58c29a6601d7e542eb1b20bd90bc5234b41d1ee0e23444e5bc0de40de7668668,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0085,COU-58c29a6601d7,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image251 — Embedded Source Visual,Image251 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image251 기술 근거 화면,Technical evidence view named Image251 from the RF/Microwave project,PDF page 32,
COU-b7349d2306fc,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-32::Image253.png,Image253.png,.png,4489,304,203,1.4975,b7349d2306fca89cea298a46a423ffe258abf7bd439049e167f1ca28337872c5,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0086,COU-b7349d2306fc,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image253 — Embedded Source Visual,Image253 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image253 기술 근거 화면,Technical evidence view named Image253 from the RF/Microwave project,PDF page 32,
COU-33be8248c684,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-32::Image255.png,Image255.png,.png,3886,272,203,1.3399,33be8248c6846627962a87a50e238d318c2f3a3ec9d9f69f1c95ee35a97feb9d,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0087,COU-33be8248c684,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image255 — Embedded Source Visual,Image255 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image255 기술 근거 화면,Technical evidence view named Image255 from the RF/Microwave project,PDF page 32,
COU-b61fc029d92b,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-32::Image257.png,Image257.png,.png,3093,212,203,1.0443,b61fc029d92b871939ce54bc2baf2effd98743d3c90f4b6e94c407d0abae09b2,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0088,COU-b61fc029d92b,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image257 — Embedded Source Visual,Image257 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image257 기술 근거 화면,Technical evidence view named Image257 from the RF/Microwave project,PDF page 32,
COU-ba2a06914c7c,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-32::Image259.png,Image259.png,.png,3954,227,203,1.1182,ba2a06914c7c28e9e793c5a3ce9f5ad4ec284e21f0d1d29741c229c9e4bc89be,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0089,COU-ba2a06914c7c,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image259 — Embedded Source Visual,Image259 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image259 기술 근거 화면,Technical evidence view named Image259 from the RF/Microwave project,PDF page 32,
COU-cb5e60835023,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-32::Image261.png,Image261.png,.png,6797,396,203,1.9507,cb5e6083502346bdc6143a814d15b741cf185754c6c0d72e4a257c67d68c1bda,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0090,COU-cb5e60835023,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image261 — Embedded Source Visual,Image261 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image261 기술 근거 화면,Technical evidence view named Image261 from the RF/Microwave project,PDF page 32,
COU-ba7a535dd473,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-32::Image263.png,Image263.png,.png,1699,153,203,0.7537,ba7a535dd473dbe4f2f8af2b07f74dc95e580f73c9d449bf90c0ef5e22b23118,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0091,COU-ba7a535dd473,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image263 — Embedded Source Visual,Image263 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image263 기술 근거 화면,Technical evidence view named Image263 from the RF/Microwave project,PDF page 32,
COU-9a56041e6332,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-32::Image6.png,Image6.png,.png,3178,1726,50,34.52,9a56041e633279120920d6f387ec2040a81c46c8a4bac320e5ef201d67c3cdf7,c9c936364d3636c9,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0001,COU-9a56041e6332,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image6 — Embedded Source Visual,Image6 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image6 기술 근거 화면,Technical evidence view named Image6 from the RF/Microwave project,PDF page 32,
COU-76c1bb603cb2,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-33::Image17.png,Image17.png,.png,2674,1946,40,48.65,76c1bb603cb2b76d4fc1ac4643deffe6c689208b640497ac2c24bbea7fd925ab,c9c936365f493649,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0003,COU-76c1bb603cb2,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image17 — Embedded Source Visual,Image17 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image17 기술 근거 화면,Technical evidence view named Image17 from the RF/Microwave project,PDF page 33,
COU-bf99b0b988d9,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-33::Image267.jpg,Image267.jpg,.jpg,59019,1075,423,2.5414,bf99b0b988d9c3be3d0dddd4a27389d2bcefd800308a4642078d0ecb3ba043e4,d5782f816bf07684,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Moderate,5,3,3,3,5,5,3,27,NEAR-0012,COU-bf99b0b988d9,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image267 — Embedded Source Visual,Image267 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image267 기술 근거 화면,Technical evidence view named Image267 from the RF/Microwave project,PDF page 33,
COU-e5640aade748,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-33::Image268.png,Image268.png,.png,4913,316,197,1.6041,e5640aade7484d8b276f3244614c5c45168adb939082dc4156944ee71ba4cc53,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0092,COU-e5640aade748,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image268 — Embedded Source Visual,Image268 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image268 기술 근거 화면,Technical evidence view named Image268 from the RF/Microwave project,PDF page 33,
COU-a4439b83d02d,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-33::Image271.jpg,Image271.jpg,.jpg,141553,1308,983,1.3306,a4439b83d02d44765b3a874119444ffc05ddbde6df05544623ee8a9becc5b22f,9ef1e760e01e8c4b,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,High,5,3,5,4,5,5,3,30,NEAR-0013,COU-a4439b83d02d,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image271 — Embedded Source Visual,Image271 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image271 기술 근거 화면,Technical evidence view named Image271 from the RF/Microwave project,PDF page 33,
COU-76c1bb603cb2,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-34::Image17.png,Image17.png,.png,2674,1946,40,48.65,76c1bb603cb2b76d4fc1ac4643deffe6c689208b640497ac2c24bbea7fd925ab,c9c936365f493649,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0003,COU-76c1bb603cb2,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image17 — Embedded Source Visual,Image17 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image17 기술 근거 화면,Technical evidence view named Image17 from the RF/Microwave project,PDF page 34,
COU-e5640aade748,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-34::Image268.png,Image268.png,.png,4913,316,197,1.6041,e5640aade7484d8b276f3244614c5c45168adb939082dc4156944ee71ba4cc53,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0092,COU-e5640aade748,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image268 — Embedded Source Visual,Image268 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image268 기술 근거 화면,Technical evidence view named Image268 from the RF/Microwave project,PDF page 34,
COU-fe9216a2c6e5,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-34::Image274.png,Image274.png,.png,31601,784,631,1.2425,fe9216a2c6e5447cfa702c69633d91ab2dc682fbfc5d28627e711234efe0bcba,b38df38c31caa562,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Good,5,3,4,3,5,5,3,28,EXACT-0093,COU-fe9216a2c6e5,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image274 — Embedded Source Visual,Image274 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image274 기술 근거 화면,Technical evidence view named Image274 from the RF/Microwave project,PDF page 34,
COU-76c1bb603cb2,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-35::Image17.png,Image17.png,.png,2674,1946,40,48.65,76c1bb603cb2b76d4fc1ac4643deffe6c689208b640497ac2c24bbea7fd925ab,c9c936365f493649,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0003,COU-76c1bb603cb2,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image17 — Embedded Source Visual,Image17 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image17 기술 근거 화면,Technical evidence view named Image17 from the RF/Microwave project,PDF page 35,
COU-e5640aade748,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-35::Image268.png,Image268.png,.png,4913,316,197,1.6041,e5640aade7484d8b276f3244614c5c45168adb939082dc4156944ee71ba4cc53,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0092,COU-e5640aade748,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image268 — Embedded Source Visual,Image268 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image268 기술 근거 화면,Technical evidence view named Image268 from the RF/Microwave project,PDF page 35,
COU-9bea991cd4b9,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-35::Image277.png,Image277.png,.png,16602,724,572,1.2657,9bea991cd4b90946b1dedc489fd3e1cdfa655ca565ecfac425ed28f80af5873f,bf07810bc3959c6e,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Moderate,5,3,3,3,5,5,3,27,EXACT-0094,COU-9bea991cd4b9,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image277 — Embedded Source Visual,Image277 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image277 기술 근거 화면,Technical evidence view named Image277 from the RF/Microwave project,PDF page 35,
COU-76c1bb603cb2,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-36::Image17.png,Image17.png,.png,2674,1946,40,48.65,76c1bb603cb2b76d4fc1ac4643deffe6c689208b640497ac2c24bbea7fd925ab,c9c936365f493649,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0003,COU-76c1bb603cb2,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image17 — Embedded Source Visual,Image17 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image17 기술 근거 화면,Technical evidence view named Image17 from the RF/Microwave project,PDF page 36,
COU-e5640aade748,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-36::Image268.png,Image268.png,.png,4913,316,197,1.6041,e5640aade7484d8b276f3244614c5c45168adb939082dc4156944ee71ba4cc53,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0092,COU-e5640aade748,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image268 — Embedded Source Visual,Image268 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image268 기술 근거 화면,Technical evidence view named Image268 from the RF/Microwave project,PDF page 36,
COU-871f647eb24c,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-36::Image280.png,Image280.png,.png,13993,754,564,1.3369,871f647eb24ce5df6208f0229950ee7022316e8f81fd608d02b1584559d19ca9,be19070f8367c966,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Moderate,5,3,3,3,5,5,3,27,EXACT-0095,COU-871f647eb24c,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image280 — Embedded Source Visual,Image280 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image280 기술 근거 화면,Technical evidence view named Image280 from the RF/Microwave project,PDF page 36,
COU-bcfd97aa37b2,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-37::Image283.png,Image283.png,.png,35729,1769,197,8.9797,bcfd97aa37b252c97588052f7769e2207c3a3121341d329ed9b74ee944c59a52,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0096,COU-bcfd97aa37b2,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image283 — Embedded Source Visual,Image283 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image283 기술 근거 화면,Technical evidence view named Image283 from the RF/Microwave project,PDF page 37,
COU-23947ec3aa8c,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial (3).pdf::page-37::Image285.png,Image285.png,.png,11352,625,112,5.5804,23947ec3aa8c02fb6845647f96aafdc4245bf5de6c3cf73c4033dc89aa4c2d31,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0097,COU-23947ec3aa8c,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image285 — Embedded Source Visual,Image285 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image285 기술 근거 화면,Technical evidence view named Image285 from the RF/Microwave project,PDF page 37,
