asset_id,project,original_path,width,height,selection_score,duplicate_group,preferred_source,publication_status,publication_reason,public_filename,public_locations
COU-5fce9aed17d4,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/4bit-fulladder/스크린샷 2026-07-29 105832.png,1143,665,30,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-9857050ad640,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/4bit-fulladder/스크린샷 2026-07-29 105836.png,1200,672,30,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-436f3751ab76,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/4bit-fulladder/스크린샷 2026-07-29 105842.png,1223,809,30,,,Published,Near-identical public derivative already in use,,electrical-engineering-coursework-portfolio:docs/gallery/controller-logic/full-adder-hierarchy.png
COU-6f036e432eb9,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/4bit-fulladder/스크린샷 2026-07-29 105849.png,1114,638,30,,,Published,Near-identical public derivative already in use,,electrical-engineering-coursework-portfolio:docs/gallery/controller-logic/full-adder-waveform.png
COU-d27147e4f33f,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/4bit-fulladder/스크린샷 2026-07-29 105900.png,1200,573,29,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-88d6798b8f81,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/4bit-fulladder/스크린샷 2026-07-29 105907.png,1183,693,30,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-733d0f718025,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/fsm(FINITE-STATE MACHINE)/스크린샷 2026-07-29 110542.png,1130,572,29,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-d2133d3b9d84,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/fsm(FINITE-STATE MACHINE)/스크린샷 2026-07-29 110548.png,1144,730,30,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-d7c1da861bc1,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/fsm(FINITE-STATE MACHINE)/스크린샷 2026-07-29 110555.png,1233,832,31,,,Requires User Review,High-scoring technical visual; requires manual content/copyright review,,
COU-34050f463373,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/fsm(FINITE-STATE MACHINE)/스크린샷 2026-07-29 110600.png,1219,829,31,,,Requires User Review,High-scoring technical visual; requires manual content/copyright review,,
COU-e6fb64c9df14,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/fsm(FINITE-STATE MACHINE)/스크린샷 2026-07-29 110605.png,1215,688,30,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-675c2bbfe8b2,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/fsm(FINITE-STATE MACHINE)/스크린샷 2026-07-29 110608.png,1208,514,29,,,Published,Near-identical public derivative already in use,,electrical-engineering-coursework-portfolio:docs/gallery/controller-logic/mealy-101-waveform.png
COU-42991961f79a,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/fsm(FINITE-STATE MACHINE)/스크린샷 2026-07-29 110612.png,1225,836,31,,,Requires User Review,High-scoring technical visual; requires manual content/copyright review,,
COU-3e43410b24c9,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/fsm(FINITE-STATE MACHINE)/스크린샷 2026-07-29 110620.png,1116,586,29,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-43fc875371bf,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/fsm(FINITE-STATE MACHINE)/스크린샷 2026-07-29 110625.png,1199,507,29,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-d3d59eaffd5e,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/mux_8to1/스크린샷 2026-07-29 110103.png,1108,691,30,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-406801e8f887,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/mux_8to1/스크린샷 2026-07-29 110115.png,966,697,30,,,Published,Near-identical public derivative already in use,,electrical-engineering-coursework-portfolio:docs/gallery/controller-logic/decoder-3to8-waveform.png
COU-03be15a7ad6d,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/mux_8to1/스크린샷 2026-07-29 110244.png,971,490,29,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-6623f48be7f1,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/mux_8to1/스크린샷 2026-07-29 110314.png,976,399,28,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-1c1c7457c5f0,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/mux_8to1/스크린샷 2026-07-29 110323.png,1081,630,30,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-43aab546178f,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/mux_8to1/스크린샷 2026-07-29 110328.png,1089,684,30,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-5e707438da1e,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/mux_8to1/스크린샷 2026-07-29 110332.png,1072,394,29,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-a6aaccd1afb2,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/mux_8to1/스크린샷 2026-07-29 110335.png,939,334,27,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-03634971450a,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/mux_8to1/스크린샷 2026-07-29 110339.png,1056,660,30,NEAR-0067,COU-c3e0553c4e09,Near Duplicate,Visually similar to higher-resolution/preferred source COU-c3e0553c4e09,,
COU-92094f2c4024,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/mux_8to1/스크린샷 2026-07-29 110347.png,1069,548,29,NEAR-0068,COU-92094f2c4024,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-be074a106f8f,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/mux_8to1/스크린샷 2026-07-29 110357.png,933,360,28,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-9456b2ef2661,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/mux_8to1/스크린샷 2026-07-29 110440.png,980,351,28,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-1f105dd738dd,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/mux_8to1/스크린샷 2026-07-29 110449.png,1057,546,29,NEAR-0068,COU-92094f2c4024,Near Duplicate,Visually similar to higher-resolution/preferred source COU-92094f2c4024,,
COU-c3e0553c4e09,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/mux_8to1/스크린샷 2026-07-29 110455.png,1046,667,30,NEAR-0067,COU-c3e0553c4e09,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-af110d757259,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/mux_8to1/스크린샷 2026-07-29 110459.png,1082,698,30,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-65ac8e541f5e,Controller Logic,학부 과제 및 프로젝트/컨트롤로직설계/mux_8to1/스크린샷 2026-07-29 110503.png,1099,410,29,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-d71e13d5a1e7,Electrical Machines,학부 과제 및 프로젝트/전기기기/Transformer Design calculator EI-190 (1).xlsx::xl/media/image1.png,718,931,29,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-3acea71f2163,Electrical Machines,학부 과제 및 프로젝트/전기기기/사진/스크린샷 2026-07-29 102810.png,434,132,26,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-52df3d939a25,Electrical Machines,학부 과제 및 프로젝트/전기기기/사진/스크린샷 2026-07-29 102913.png,580,694,29,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-46bb42f707da,Electrical Machines,학부 과제 및 프로젝트/전기기기/사진/스크린샷 2026-07-29 102922.png,552,180,27,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-cb3161e0daf1,Electrical Machines,학부 과제 및 프로젝트/전기기기/사진/스크린샷 2026-07-29 102926.png,500,258,27,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-d251dc3420a8,Electrical Machines,학부 과제 및 프로젝트/전기기기/사진/스크린샷 2026-07-29 102935.png,613,368,28,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-de5f7f69fbba,Electrical Machines,학부 과제 및 프로젝트/전기기기/사진/스크린샷 2026-07-29 102944.png,521,318,27,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-2cd52af29261,Electrical Machines,학부 과제 및 프로젝트/전기기기/사진/스크린샷 2026-07-29 103001.png,442,167,26,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-b2f2ad89a3ec,Electrical Machines,학부 과제 및 프로젝트/전기기기/사진/스크린샷 2026-07-29 103010.png,466,145,26,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-cd83b6fe9111,Electrical Machines,학부 과제 및 프로젝트/전기기기/사진/스크린샷 2026-07-29 103013.png,419,285,27,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-dda610221b00,Electrical Machines,학부 과제 및 프로젝트/전기기기/사진/스크린샷 2026-07-29 103047.png,558,572,28,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-d7d74c5a5df5,Electrical Machines,학부 과제 및 프로젝트/전기기기/전기기기__3분반(10조_변압기_설계_과제_보고서)_250326_162216.pdf::page-2::Im2.jpg,676,193,25,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-fdedf27a6a76,Electrical Machines,학부 과제 및 프로젝트/전기기기/전기기기__3분반(10조_변압기_설계_과제_보고서)_250326_162216.pdf::page-3::Im3.jpg,279,390,25,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-afa92e18de36,Electrical Machines,학부 과제 및 프로젝트/전기기기/전기기기__3분반(10조_변압기_설계_과제_보고서)_250326_162216.pdf::page-3::Im4.jpg,422,449,26,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-ceb0d22dab28,Electrical Machines,학부 과제 및 프로젝트/전기기기/전기기기__3분반(10조_변압기_설계_과제_보고서)_250326_162216.pdf::page-4::Im5.jpg,586,757,27,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-68418e522cb3,Electrical Machines,학부 과제 및 프로젝트/전기기기/전기기기__3분반(10조_변압기_설계_과제_보고서)_250326_162216.pdf::page-4::Im6.jpg,583,754,27,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-2cec411aa3a6,Electrical Machines,학부 과제 및 프로젝트/전기기기/전기기기__3분반(10조_변압기_설계_과제_보고서)_250326_162216.pdf::page-5::Im7.jpg,558,288,25,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-5976b532402e,Electrical Machines,학부 과제 및 프로젝트/전기기기/전기기기__3분반(10조_변압기_설계_과제_보고서)_250326_162216.pdf::page-6::Im8.jpg,1179,385,27,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-31660932c2f9,Electrical Machines,학부 과제 및 프로젝트/전기기기/전기기기__3분반(10조_변압기_설계_과제_보고서)_250326_162216.pdf::page-8::Im9.jpg,1177,304,25,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-f88d8ffe69c0,Electrical Machines,학부 과제 및 프로젝트/전기기기/전기기기__3분반(10조_변압기_설계_과제_보고서)_250326_162216.pdf::page-9::Im10.jpg,571,596,26,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-6477cd20cb56,Motor Control,학부 과제 및 프로젝트/전동기제어/Project2025 -5조-1.pdf::page-11::Im14.jpg,1380,517,27,EXACT-0220,COU-6477cd20cb56,Exact Duplicate,Byte-identical to preferred source COU-6477cd20cb56,,
COU-7e166de73770,Motor Control,학부 과제 및 프로젝트/전동기제어/Project2025 -5조-1.pdf::page-11::Im16.jpg,1386,1648,31,,,Requires User Review,High-scoring technical visual; requires manual content/copyright review,,
COU-1a4f485af4bf,Motor Control,학부 과제 및 프로젝트/전동기제어/Project2025 -5조-1.pdf::page-1::Im1.jpg,370,290,25,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-f0d7b1dc48c6,Motor Control,학부 과제 및 프로젝트/전동기제어/Project2025 -5조-1.pdf::page-3::Im2.jpg,797,333,25,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-6d6866e39e34,Motor Control,학부 과제 및 프로젝트/전동기제어/Project2025 -5조-1.pdf::page-3::Im3.png,992,46,24,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-f9ced0f401a5,Motor Control,학부 과제 및 프로젝트/전동기제어/Project2025 -5조-1.pdf::page-3::Im4.jpg,1858,893,29,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-31eb72e9f357,Motor Control,학부 과제 및 프로젝트/전동기제어/Project2025 -5조-1.pdf::page-5::Im5.jpg,1346,797,29,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-e575b7f4273d,Motor Control,학부 과제 및 프로젝트/전동기제어/Project2025 -5조-1.pdf::page-5::Im6.jpg,1271,608,28,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-b70c2f03bc1d,Motor Control,학부 과제 및 프로젝트/전동기제어/Project2025 -5조-1.pdf::page-5::Im7.jpg,1388,776,29,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-f59d988583da,Motor Control,학부 과제 및 프로젝트/전동기제어/Project2025 -5조-1.pdf::page-6::Im8.jpg,1411,760,29,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-5c04dd8bad53,Motor Control,학부 과제 및 프로젝트/전동기제어/Project2025 -5조-1.pdf::page-6::Im9.jpg,1408,673,28,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-9c37b8d199fc,Motor Control,학부 과제 및 프로젝트/전동기제어/Project2025 -5조-1.pdf::page-8::Im10.jpg,475,402,26,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-c5c9138fa77a,Motor Control,학부 과제 및 프로젝트/전동기제어/Project2025 -5조-1.pdf::page-8::Im11.jpg,431,311,25,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-43a94064eeb1,Motor Control,학부 과제 및 프로젝트/전동기제어/Project2025 -5조-1.pdf::page-8::Im12.jpg,830,388,26,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-18c465dbc4ba,Motor Control,학부 과제 및 프로젝트/전동기제어/Project2025 -5조-1.pdf::page-8::Im13.jpg,1410,767,29,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-6477cd20cb56,Motor Control,학부 과제 및 프로젝트/전동기제어/Project2025 -5조-1.pdf::page-9::Im14.jpg,1380,517,27,EXACT-0220,COU-6477cd20cb56,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-f3c659c3595c,Motor Control,학부 과제 및 프로젝트/전동기제어/Project2025 -5조-1.pdf::page-9::Im15.jpg,1168,657,28,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-ca01ed4d8f65,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/aim3 결과.png,1401,590,30,EXACT-0221,COU-ca01ed4d8f65,Published,Exact public match,,electrical-engineering-coursework-portfolio:03_motor_control/dc_motor_pi_control/figures/archive/field_weakening_archive.png; electrical-engineering-coursework-portfolio:docs/assets/archive/motor/field_weakening_archive.png
COU-37997c252bb8,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/속도응답.png,1400,589,29,EXACT-0222,COU-37997c252bb8,Published,Exact public match,,electrical-engineering-coursework-portfolio:03_motor_control/dc_motor_pi_control/figures/archive/speed_response_psim_archive.png; electrical-engineering-coursework-portfolio:docs/assets/motor/speed_response_psim_archive.png; electrical-engineering-coursework-portfolio:docs/assets/archive/motor/speed_response_psim_archive.png
COU-de22f62939c6,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/속도응답matlab.png,1731,830,32,EXACT-0223,COU-de22f62939c6,Published,Exact public match,,electrical-engineering-coursework-portfolio:03_motor_control/dc_motor_pi_control/figures/archive/speed_response_matlab_archive.png; electrical-engineering-coursework-portfolio:docs/assets/archive/motor/speed_response_matlab_archive.png
COU-8cd20b3de0b0,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/스크린샷 2026-07-29 103254.png,663,365,28,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-e42075615119,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/스크린샷 2026-07-29 103419.png,676,288,27,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-e2aeb626ec9d,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/스크린샷 2026-07-29 103428.png,676,173,26,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-74bd98ffb7dc,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/스크린샷 2026-07-29 103432.png,659,178,26,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-f56b550df2e7,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/스크린샷 2026-07-29 103436.png,657,232,27,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-3cb8ff40f021,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/스크린샷 2026-07-29 103441.png,656,189,27,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-5547260eb8e6,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/스크린샷 2026-07-29 103446.png,653,288,27,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-46a30edd8374,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/스크린샷 2026-07-29 103450.png,653,249,27,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-fe5eed41647d,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/스크린샷 2026-07-29 103455.png,645,384,28,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-d1fcc577e7c1,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/스크린샷 2026-07-29 103505.png,648,376,28,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-5d4e587c3712,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/스크린샷 2026-07-29 103509.png,648,269,27,,,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-7f53692b82f4,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/전류응답.png,1404,595,29,EXACT-0224,COU-7f53692b82f4,Published,Exact public match,,electrical-engineering-coursework-portfolio:03_motor_control/dc_motor_pi_control/figures/archive/current_response_psim_archive.png; electrical-engineering-coursework-portfolio:docs/assets/motor/current_response_psim_archive.png; electrical-engineering-coursework-portfolio:docs/assets/archive/motor/current_response_psim_archive.png
COU-44379583071a,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/전류응답matlab.png,1648,820,32,EXACT-0225,COU-44379583071a,Published,Exact public match,,electrical-engineering-coursework-portfolio:03_motor_control/dc_motor_pi_control/figures/archive/current_response_matlab_archive.png; electrical-engineering-coursework-portfolio:docs/assets/archive/motor/current_response_matlab_archive.png
COU-7bf4735131a7,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/토크리플 10000.png,1897,886,31,EXACT-0226,COU-7bf4735131a7,Published,Exact public match,,electrical-engineering-coursework-portfolio:03_motor_control/dc_motor_pi_control/figures/archive/torque_ripple_10khz_archive.png; electrical-engineering-coursework-portfolio:docs/assets/motor/torque_ripple_10khz_archive.png; electrical-engineering-coursework-portfolio:docs/assets/archive/motor/torque_ripple_10khz_archive.png
COU-f474e2106b70,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/토크리플 25000.png,1899,889,31,EXACT-0227,COU-f474e2106b70,Published,Exact public match,,electrical-engineering-coursework-portfolio:03_motor_control/dc_motor_pi_control/figures/archive/torque_ripple_25khz_archive.png; electrical-engineering-coursework-portfolio:docs/assets/archive/motor/torque_ripple_25khz_archive.png
COU-6dc4f0b86f13,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/프정격조건 속도 그래.png,1401,579,29,EXACT-0228,COU-6dc4f0b86f13,Published,Exact public match,,electrical-engineering-coursework-portfolio:03_motor_control/dc_motor_pi_control/figures/archive/reference_speed_profile_archive.png; electrical-engineering-coursework-portfolio:docs/assets/archive/motor/reference_speed_profile_archive.png
COU-f3f295981cf2,Motor Control,학부 과제 및 프로젝트/전동기제어/사진/회로도.png,1041,630,31,EXACT-0229,COU-f3f295981cf2,Published,Exact public match,,electrical-engineering-coursework-portfolio:03_motor_control/dc_motor_pi_control/figures/archive/psim_circuit_archive.png; electrical-engineering-coursework-portfolio:docs/assets/motor/psim_circuit_archive.png; electrical-engineering-coursework-portfolio:docs/assets/archive/motor/psim_circuit_archive.png
COU-b4a7cb4b1493,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/Project2025.pdf::page-1::I4.jpg,442,70,24,EXACT-0230,COU-b4a7cb4b1493,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-b6109337b183,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/Project2025.pdf::page-1::I7.jpg,258,127,24,EXACT-0231,COU-b6109337b183,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-b4a7cb4b1493,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/Project2025.pdf::page-2::I13.jpg,442,70,24,EXACT-0230,COU-b4a7cb4b1493,Exact Duplicate,Byte-identical to preferred source COU-b4a7cb4b1493,,
COU-b6109337b183,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/Project2025.pdf::page-2::I14.jpg,258,127,24,EXACT-0231,COU-b6109337b183,Exact Duplicate,Byte-identical to preferred source COU-b6109337b183,,
COU-b6109337b183,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/Project2025.pdf::page-3::I14.jpg,258,127,24,EXACT-0231,COU-b6109337b183,Exact Duplicate,Byte-identical to preferred source COU-b6109337b183,,
COU-b4a7cb4b1493,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/Project2025.pdf::page-3::I26.jpg,442,70,24,EXACT-0230,COU-b4a7cb4b1493,Exact Duplicate,Byte-identical to preferred source COU-b4a7cb4b1493,,
COU-4182dd316c2a,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/Project2025.pdf::page-3::I27.jpg,2341,328,26,EXACT-0232,COU-4182dd316c2a,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-07ee914f9954,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/Project2025.pdf::page-3::I28.jpg,2341,328,26,EXACT-0233,COU-07ee914f9954,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-7ae86e70a73f,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/Project2025.pdf::page-3::I29.png,2341,328,26,EXACT-0234,COU-7ae86e70a73f,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-b4a7cb4b1493,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/Project2025.pdf::page-4::I13.jpg,442,70,24,EXACT-0230,COU-b4a7cb4b1493,Exact Duplicate,Byte-identical to preferred source COU-b4a7cb4b1493,,
COU-b6109337b183,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/Project2025.pdf::page-4::I34.jpg,258,127,24,EXACT-0231,COU-b6109337b183,Exact Duplicate,Byte-identical to preferred source COU-b6109337b183,,
COU-3c140bbae217,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/Project2025.pdf::page-4::I35.jpg,619,547,26,EXACT-0235,COU-3c140bbae217,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-eb2a062925fb,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/Project2025.pdf::page-4::I36.jpg,620,423,26,EXACT-0236,COU-eb2a062925fb,Publicly Withheld,"Lower-value, incomplete, redundant-context, or unverified visual",,
COU-b4a7cb4b1493,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/Project2025.pdf::page-5::I40.jpg,442,70,24,EXACT-0230,COU-b4a7cb4b1493,Exact Duplicate,Byte-identical to preferred source COU-b4a7cb4b1493,,
COU-b6109337b183,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/Project2025.pdf::page-5::I7.jpg,258,127,24,EXACT-0231,COU-b6109337b183,Exact Duplicate,Byte-identical to preferred source COU-b6109337b183,,
COU-b6109337b183,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/Project2025.pdf::page-6::I14.jpg,258,127,24,EXACT-0231,COU-b6109337b183,Exact Duplicate,Byte-identical to preferred source COU-b6109337b183,,
COU-b4a7cb4b1493,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/Project2025.pdf::page-6::I26.jpg,442,70,24,EXACT-0230,COU-b4a7cb4b1493,Exact Duplicate,Byte-identical to preferred source COU-b4a7cb4b1493,,
COU-ca01ed4d8f65,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/aim3 결과.png,1401,590,30,EXACT-0221,COU-ca01ed4d8f65,Exact Duplicate,Byte-identical to preferred source COU-ca01ed4d8f65,,electrical-engineering-coursework-portfolio:03_motor_control/dc_motor_pi_control/figures/archive/field_weakening_archive.png; electrical-engineering-coursework-portfolio:docs/assets/archive/motor/field_weakening_archive.png
COU-37997c252bb8,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/속도응답.png,1400,589,29,EXACT-0222,COU-37997c252bb8,Exact Duplicate,Byte-identical to preferred source COU-37997c252bb8,,electrical-engineering-coursework-portfolio:03_motor_control/dc_motor_pi_control/figures/archive/speed_response_psim_archive.png; electrical-engineering-coursework-portfolio:docs/assets/motor/speed_response_psim_archive.png; electrical-engineering-coursework-portfolio:docs/assets/archive/motor/speed_response_psim_archive.png
COU-de22f62939c6,Motor Control,학부 과제 및 프로젝트/전동기제어/전동기 프로젝트/속도응답matlab.png,1731,830,32,EXACT-0223,COU-de22f62939c6,Exact Duplicate,Byte-identical to preferred source COU-de22f62939c6,,electrical-engineering-coursework-portfolio:03_motor_control/dc_motor_pi_control/figures/archive/speed_response_matlab_archive.png; electrical-engineering-coursework-portfolio:docs/assets/archive/motor/speed_response_matlab_archive.png
